page,line,newcase_mark,text
128,23,,INFORMATION ASSOCIATED WITH 06/15/2018 Search/Seizure Warrant- 18
128,24,,"[REDACTED], THAT IS STORED AT 10:59:40 U.S.C. 2703 (a), 2703(b)(1) (A), and"
128,25,,PREMISES CONTROLLED BY Filed: 2703 (c)(1)(A) Document:
128,26,,[REDACTED] 06/12/2018 1
128,27,,CASE CLOSED on 08/16/2018
128,28,,APPLICATION for Search/Seizure Warrant by USA
128,29,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
128,30,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
128,31,,Search & Seizure Warrant)
128,32,,1:18-sc-02113-BAH *SEALED* Entered: Category: misc Event: Application for
128,33,,INFORMATION ASSOCIATED WITH 06/14/2018 Search/Seizure Warrant- 18
128,34,,"THE GOOGLE ACCOUNT 17:59:33 U.S.C. 2703 (a), 2703(b)(1) (A), and"
128,35,,[REDACTED] Filed: 2703 (c)(1)(A) Document:
128,36,,CASE CLOSED on 07/19/2018 06/12/2018 1
128,37,,APPLICATION for Search/Seizure Warrant by USA
128,38,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
128,39,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
128,40,,"Exhibit Indictment Attachments, # 3 Search & Seizure"
128,41,,Warrant)
128,42,,128
128,43,,
129,2,,1:18-sc-02128-BAH *SEALED* Entered: Category: misc Event: Application for
129,3,,INFORMATION ASSOCIATED WITH 06/13/2018 Search/Seizure Warrant- 18
129,4,,"[REDACTED] STORED AT PREMISES 13:28:58 U.S.C. 2703 (a), 2703(b)(1) (A), and"
129,5,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
129,6,,CASE CLOSED on 08/16/2018 06/13/2018 1
129,7,,APPLICATION for Search/Seizure Warrant by USA
129,8,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
129,9,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
129,10,,Search & Seizure Warrant)
129,11,,1:18-sc-02129-BAH *SEALED* Entered: Category: misc Event: Application for
129,12,,INFORMATION ASSOCIATED WITH 06/13/2018 Search/Seizure Warrant- 18
129,13,,"[REDACTED], STORED AT PREMISES 13:41:13 U.S.C. 2703 (a), 2703(b)(1) (A), and"
129,14,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
129,15,,CASE CLOSED on 08/16/2018 06/13/2018 1
129,16,,APPLICATION for Search/Seizure Warrant by USA
129,17,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
129,18,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
129,19,,Search & Seizure Warrant)
129,20,,1:18-sc-02130-BAH *SEALED* Entered: Category:
129,21,,INFORMATION ASSOCIATED WITH 06/13/2018 misc
129,22,,[REDACTED]
129,23,,THAT ARE STORED AT PREMISES 13:46:10 Event: Application for Search/Seizure
129,24,,CONTROLLED BY [REDACTED] Filed: Warrant- 18
129,25,,"CASE CLOSED on 08/16/2018 06/13/2018 U.S.C. 2703 (a), 2703(b)(1) (A), and"
129,26,,2703 (c)(1)(A) Document:
129,27,,1
129,28,,APPLICATION for Search/Seizure Warrant by USA
129,29,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
129,30,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
129,31,,Search & Seizure Warrant)
129,32,,1:18-sc-02131-BAH *SEALED* Entered: Category: misc Event: Application for
129,33,,INFORMATION ASSOCIATED WITH 06/13/2018 Search/Seizure Warrant- 18
129,34,,"[REDACTED], THAT IS STORED AT 13:50:04 U.S.C. 2703 (a), 2703(b)(1) (A), and"
129,35,,PREMISES CONTROLLED BY Filed: 2703 (c)(1)(A) Document:
129,36,,[REDACTED] 06/13/2018 1
129,37,,CASE CLOSED on 08/17/2018
129,38,,APPLICATION for Search/Seizure Warrant by USA
129,39,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
129,40,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
129,41,,Search & Seizure Warrant)
129,42,,1:18-sc-02145-BAH *SEALED* Entered: Category:
129,43,,129
129,44,,
130,2,,INFORMATION ASSOCIATED WITH 06/15/2018 misc
130,3,,[REDACTED]
130,4,,STORED AT PREMISES CONTROLLED Event:
130,5,,BY
130,6,,[REDACTED] 10:35:11 Application
130,7,,CASE CLOSED on 08/17/2018 Filed: for Search/Seizure Warrant- 18
130,8,,"06/13/2018 U.S.C. 2703 (a), 2703(b)(1) (A), and"
130,9,,2703 (c)(1)(A) Document:
130,10,,1
130,11,,APPLICATION for Search/Seizure Warrant by USA
130,12,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
130,13,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
130,14,,Search & Seizure Warrant)
130,15,,1:18-sc-02158-BAH *SEALED* Entered: Category: misc Event: Application for
130,16,,INFORMATION ASSOCIATED WITH 06/14/2018 Search/Seizure Warrant- 18
130,17,,"[REDACTED] STORED AT PREMISES 13:41:40 U.S.C. 2703 (a), 2703(b)(1) (A), and"
130,18,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
130,19,,CASE CLOSED on 08/17/2018 06/14/2018 1
130,20,,APPLICATION for Search/Seizure Warrant by USA
130,21,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
130,22,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
130,23,,Search & Seizure Warrant)
130,24,,1:18-sc-02159-BAH *SEALED* Entered: Category:
130,25,,INFORMATION ASSOCIATED WITH 06/14/2018 misc
130,26,,"[REDACTED] AND [REDACTED], Event:"
130,27,,THAT IS
130,28,,STORED AT PREMISES CONTROLLED 13:45:53 Application
130,29,,BY
130,30,,[REDACTED] Filed: for
130,31,,CASE CLOSED on 08/17/2018 06/14/2018 Search/Seizure
130,32,,Warrant- 18
130,33,,"U.S.C. 2703 (a), 2703(b)(1) (A), and"
130,34,,2703 (c)(1)(A) Document:
130,35,,1
130,36,,APPLICATION for Search/Seizure Warrant by USA
130,37,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
130,38,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
130,39,,Search & Seizure Warrant)
130,40,,130
130,41,,
131,2,,1:18-sc-02160-BAH *SEALED* Entered: Category: misc Event: Application for
131,3,,INFORMATION ASSOCIATED WITH 06/14/2018 Search/Seizure Warrant- 18
131,4,,"[REDACTED], THAT IS STORED AT 13:50:55 U.S.C. 2703 (a), 2703(b)(1) (A), and"
131,5,,PREMISES CONTROLLED BY Filed: 2703 (c)(1)(A) Document:
131,6,,[REDACTED] 06/14/2018 1
131,7,,CASE CLOSED on 08/17/2018
131,8,,APPLICATION for Search/Seizure Warrant by USA
131,9,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
131,10,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
131,11,,Search & Seizure Warrant)
131,12,,1:18-sc-02167-BAH *SEALED* Entered: Category:
131,13,,INFORMATION ASSOCIATED WITH 06/15/2018 misc
131,14,,[REDACTED]
131,15,,THAT IS STORED AT PREMISES Event:
131,16,,CONTROLLED BY [REDACTED] 10:04:15 Application
131,17,,CASE CLOSED on 08/17/2018 Filed: for
131,18,,06/15/2018 Search/Seizure
131,19,,Warrant- 18
131,20,,U.S.C. 2703
131,21,,"(a), 2703(b)(1) (A), and 2703 (c)(1)(A)"
131,22,,Document:
131,23,,1
131,24,,APPLICATION for Search/Seizure Warrant by USA
131,25,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
131,26,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
131,27,,Search & Seizure Warrant)
131,28,,1:18-sc-02168-BAH *SEALED* Entered: Category: misc Event: Application for
131,29,,INFORMATION ASSOCIATED WITH 06/15/2018 Search/Seizure Warrant- 18
131,30,,"[REDACTED] STORED AT PREMISES 10:07:19 U.S.C. 2703 (a), 2703(b)(1) (A), and"
131,31,,CONTROLLED BY [REDACTED] CASE Filed: 2703 (c)(1)(A) Document:
131,32,,CLOSED on 08/17/2018 06/15/2018 1
131,33,,APPLICATION for Search/Seizure Warrant by USA
131,34,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
131,35,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
131,36,,Seach & Seizure Warrant)
131,37,,1:18-sc-02189-BAH *SEALED* Entered: Category:
131,38,,INFORMATION ASSOCIATED WITH 06/15/2018 misc
131,39,,"[REDACTED],"
131,40,,THAT IS STORED AT PREMISES Event:
131,41,,CONTROLLED BY [REDACTED] 14:33:09 Application
131,42,,CASE CLOSED on 08/08/2018 Filed: for
131,43,,131
131,44,,
132,2,,06/15/2018 Search/Seizure
132,3,,Warrant- 18
132,4,,U.S.C. 2703
132,5,,"(a), 2703(b)(1)"
132,6,,"(A), and 2703"
132,7,,(c)(1)(A)
132,8,,Document:
132,9,,1
132,10,,APPLICATION for Search/Seizure Warrant by USA
132,11,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
132,12,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
132,13,,Search & Seizure Warrant)
132,14,,1:18-sc-02199-BAH *SEALED* Entered: Category: misc Event: Application for
132,15,,INFORMATION ASSOCIATED WITH 06/18/2018 Search/Seizure Warrant- 18
132,16,,"TWITTER ACCOUNT [REDACTED] 15:03:19 U.S.C. 2703 (a), 2703(b)(1) (A), and"
132,17,,THAT IS STORED AT PREMISES Filed: 2703 (c)(1)(A) Document:
132,18,,"CONTROLLED BY TWITTER, INC. 06/18/2018 1"
132,19,,CASE CLOSED on 08/17/2018
132,20,,APPLICATION for Search/Seizure Warrant by USA
132,21,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
132,22,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
132,23,,Search & Seizure Warrant)
132,24,,1:18-sc-02200-BAH *SEALED* Entered: Category:
132,25,,INFORMATION ASSOCIATED WITH 06/18/2018 misc
132,26,,[REDACTED]
132,27,,STORED AT PREMISES CONTROLLED Event:
132,28,,BY [REDACTED]
132,29,,CASE CLOSED on 08/17/2018 15:07:17 Application
132,30,,Filed: for
132,31,,06/18/2018 Search/Seizure
132,32,,Warrant- 18
132,33,,U.S.C. 2703
132,34,,"(a), 2703(b)(1)"
132,35,,"(A), and 2703"
132,36,,(c)(1)(A)
132,37,,Document:
132,38,,1
132,39,,APPLICATION for Search/Seizure Warrant by USA
132,40,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
132,41,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
132,42,,Search & Seizure Warrant)
132,43,,132
132,44,,
133,2,,1:18-sc-02201-BAH *SEALED* Entered: Category: misc Event: Application for
133,3,,INFORMATION ASSOCIATED WITH 06/18/2018 Search/Seizure Warrant- 18
133,4,,"[REDACTED], THAT IS STORED AT 15:11:24 U.S.C. 2703 (a), 2703(b)(1) (A), and"
133,5,,PREMISES CONTROLLED BY Filed: 2703 (c)(1)(A) Document:
133,6,,[REDACTED] 06/18/2018 1
133,7,,CASE CLOSED on 08/17/2018
133,8,,APPLICATION for Search/Seizure Warrant by USA
133,9,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
133,10,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
133,11,,Search & Seizure Warrant)
133,12,,1:18-sc-02202-BAH *SEALED* Entered: Category:
133,13,,INFORMATION ASSOCIATED WITH 06/18/2018 misc
133,14,,[REDACTED]
133,15,,"AND [REDACTED], THAT IS Event:"
133,16,,STORED AT PREMISES CONTROLLED 15:16:19 Application
133,17,,BY
133,18,,[REDACTED] Filed: for
133,19,,CASE CLOSED on 08/17/2018 06/18/2018 Search/Seizure
133,20,,Warrant- 18
133,21,,U.S.C. 2703
133,22,,"(a), 2703(b)(1)"
133,23,,"(A), and 2703"
133,24,,(c)(1)(A)
133,25,,Document:
133,26,,1
133,27,,APPLICATION for Search/Seizure Warrant by USA
133,28,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
133,29,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
133,30,,Search & Seizure Warrant)
133,31,,1:18-sc-02203-BAH *SEALED* Entered: Category: misc Event: Application for
133,32,,INFORMATION ASSOCIATED WITH 06/18/2018 Search/Seizure Warrant- 18
133,33,,"[REDACTED], THAT IS STORED AT 15:21:55 U.S.C. 2703 (a), 2703(b)(1) (A), and"
133,34,,PREMISES CONTROLLED BY Filed: 2703 (c)(1)(A) Document:
133,35,,[REDACTED] 06/18/2018 1
133,36,,CASE CLOSED on 08/17/2018
133,37,,APPLICATION for Search/Seizure Warrant by USA
133,38,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
133,39,,"STATES OF A MERICA. (Attachments: # 1 Affidavit, # 2"
133,40,,Search & Seizure Warrant)
133,41,,1:18-sc-02204-BAH *SEALED* Entered: Category:
133,42,,INFORMATION ASSOCIATED WITH 06/18/2018 misc
133,43,,THREE APPLE IDS
133,44,,133
133,45,,
134,2,,"AND THREE DSIDS, THAT IS STORED Event:"
134,3,,AT PREMISES
134,4,,CONTROLLED BY APPLE 15:27:32 Application
134,5,,CASE CLOSED on 08/17/2018 Filed: for
134,6,,06/18/2018 Search/Seizure
134,7,,Warrant- 18
134,8,,U.S.C. 2703
134,9,,"(a), 2703(b)(1)"
134,10,,"(A), and 2703"
134,11,,(c)(1)(A)
134,12,,Document:
134,13,,1
134,14,,APPLICATION for Search/Seizure Warrant by USA
134,15,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
134,16,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
134,17,,Search & Seizure Warrant)
134,18,,1:18-sc-02205-BAH *SEALED* Entered: Category: misc Event: Application for
134,19,,INFORMATION ASSOCIATED WITH 06/18/2018 Search/Seizure Warrant- 18
134,20,,"[REDACTED] STORED AT PREMISES 15:32:31 U.S.C. 2703 (a), 2703(b)(1) (A), and"
134,21,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
134,22,,CASE CLOSED on 08/17/2018 06/18/2018 1
134,23,,APPLICATION for Search/Seizure Warrant by USA
134,24,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
134,25,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
134,26,,Search & Seizure Warrant)
134,27,,1:18-sc-02206-BAH *SEALED* Entered: Category:
134,28,,INFORMATION ASSOCIATED WITH 06/18/2018 misc
134,29,,[REDACTED]
134,30,,STORED AT PREMISES CONTROLLED Event:
134,31,,BY
134,32,,[REDACTED] 15:38:00 Application
134,33,,CASE CLOSED on 08/17/2018 Filed: for
134,34,,06/18/2018 Search/Seizure
134,35,,Warrant- 18
134,36,,U.S.C. 2703
134,37,,"(a), 2703(b)(1)"
134,38,,"(A), and 2703"
134,39,,(c)(1)(A)
134,40,,Document:
134,41,,1
134,42,,134
134,43,,
135,2,,APPLICATION for Search/Seizure Warrant by USA
135,3,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
135,4,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
135,5,,Search & Seizure Warrant)
135,6,,1:18-sc-02207-BAH *SEALED* Entered: Category: misc Event: Application for
135,7,,INFORMATION ASSOCIATED WITH 06/18/2018 Search/Seizure Warrant- 18
135,8,,"[REDACTED] STORED AT PREMISES 15:42:18 U.S.C. 2703 (a), 2703(b)(1) (A), and"
135,9,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
135,10,,CASE CLOSED on 08/17/2018 06/18/2018 1
135,11,,APPLICATION for Search/Seizure Warrant by USA
135,12,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
135,13,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
135,14,,Search & Seizure Warrant)
135,15,,1:18-sc-02208-BAH *SEALED* Entered: Category:
135,16,,INFORMATION ASSOCIATED WITH 06/18/2018 misc
135,17,,[REDACTED]
135,18,,STORED AT PREMISES CONTROLLED Event:
135,19,,BY
135,20,,[REDACTED] 15:46:35 Application
135,21,,CASE CLOSED on 08/17/2018 Filed: for
135,22,,06/18/2018 Search/Seizure
135,23,,Warrant- 18
135,24,,U.S.C. 2703
135,25,,"(a), 2703(b)(1)"
135,26,,"(A), and 2703"
135,27,,(c)(1)(A)
135,28,,Document:
135,29,,1
135,30,,APPLICATION for Search/Seizure Warrant by USA
135,31,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
135,32,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
135,33,,Search & Seizure Warrant)
135,34,,1:18-sc-02212-BAH *SEALED* Entered: Category: misc Event: Application for
135,35,,INFORMATION ASSOCIATED WITH 26 06/19/2018 Search/Seizure Warrant- 18
135,36,,"ACCOUNTS STORED AT PREMISES 12:17:46 U.S.C. 2703 (a), 2703(b)(1) (A), and"
135,37,,"CONTROLLED BY OATH HOLDINGS, Filed: 2703 (c)(1)(A) Document:"
135,38,,INC. 06/18/2018 1
135,39,,CASE CLOSED on 08/17/2018
135,40,,APPLICATION for Search/Seizure Warrant by USA
135,41,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
135,42,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
135,43,,Search & Seizure Warrant)
135,44,,135
135,45,,
136,2,,1:18-sc-02213-BAH *SEALED* Entered: Category:
136,3,,INFORMATION ASSOCIATED WITH 8 06/19/2018 misc
136,4,,ACCOUNTS
136,5,,STORED AT PREMISES CONTROLLED Event:
136,6,,BY OATH INC.
136,7,,CASE CLOSED on 08/17/2018 12:23:20 Application
136,8,,Filed: for
136,9,,06/18/2018 Search/Seizure
136,10,,Warrant- 18
136,11,,U.S.C. 2703
136,12,,"(a), 2703(b)(1)"
136,13,,"(A), and 2703"
136,14,,(c)(1)(A)
136,15,,Document:
136,16,,1
136,17,,APPLICATION for Search/Seizure Warrant by USA
136,18,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
136,19,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
136,20,,Search & Seizure Warrant)
136,21,,1:18-sc-02238-BAH *SEALED* Entered: Category: misc Event: Application for
136,22,,INFORMATION ASSOCIATED WITH 19 06/20/2018 Search/Seizure Warrant- 18
136,23,,"SKYPE USERNAMES STORED AT 11:53:09 U.S.C. 2703 (a), 2703(b)(1) (A), and"
136,24,,PREMISES CONTROLLED BY Filed: 2703 (c)(1)(A) Document:
136,25,,MICROSOFT CORPORATION 06/19/2018 1
136,26,,CASE CLOSED on 08/17/2018
136,27,,APPLICATION for Search/Seizure Warrant by USA
136,28,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
136,29,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
136,30,,Search & Seizure Warrant)
136,31,,1:18-sc-02246-BAH *SEALED* Entered: Category: misc Event: Application for
136,32,,INFORMATION ASSOCIATED WITH 06/20/2018 Search/Seizure Warrant- 18
136,33,,"EMAIL ACCOUNT [REDACTED] 12:59:42 U.S.C. 2703 (a), 2703(b)(1) (A), and"
136,34,,CASE CLOSED on 07/12/2018 Filed: 2703 (c)(1)(A) Document:
136,35,,06/20/2018 1
136,36,,APPLICATION for Search/Seizure Warrant by USA
136,37,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
136,38,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
136,39,,Search & Seizure Warrant)
136,40,,136
136,41,,
137,2,,1:18-sc-02256-BAH *SEALED* Entered: Category: misc Event: Application for
137,3,,INFORMATION ASSOCIATED WTIH 06/20/2018 Search/Seizure Warrant- 18
137,4,,"[REDACTED] STORED AT PREMISES 14:37:28 U.S.C. 2703 (a), 2703(b)(1) (A), and"
137,5,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
137,6,,CASE CLOSED on 08/08/2018 06/20/2018 1
137,7,,APPLICATION for Search/Seizure Warrant by USA
137,8,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
137,9,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
137,10,,Search & Seizure Warrant)
137,11,,1:18-sc-02257-BAH *SEALED* Entered: Category: misc Event: Application for
137,12,,INFORMATION ASSOCIATED WITH 06/20/2018 Search/Seizure Warrant- 18
137,13,,"ONE ACCOUNT STORED AT 14:42:03 U.S.C. 2703 (a), 2703(b)(1) (A), and"
137,14,,PREMISES CONTROLLED BY APPLE Filed: 2703 (c)(1)(A) Document:
137,15,,CASE CLOSED on 08/17/2018 06/20/2018 1
137,16,,APPLICATION for Search/Seizure Warrant by USA
137,17,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
137,18,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
137,19,,Search & Seizure Warrant)
137,20,,1:18-sc-02258-BAH *SEALED* Entered: Category: misc Event: Application for
137,21,,INFORMATION ASSOCIATED WITH 06/20/2018 Search/Seizure Warrant- 18
137,22,,"[REDACTED] STORED AT PREMISES 14:46:25 U.S.C. 2703 (a), 2703(b)(1) (A), and"
137,23,,CONTROLLED BY [REDACTED] Filed: 2703 (c)(1)(A) Document:
137,24,,CASE CLOSED on 08/08/2018 06/20/2018 1
137,25,,APPLICATION for Search/Seizure Warrant by USA
137,26,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
137,27,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
137,28,,Search & Seizure Warrant)
137,29,,1:18-sc-02259-BAH *SEALED* Entered: Category:
137,30,,INFORMATION ASSOCIATED WITH 06/20/2018 misc
137,31,,[REDACTED]
137,32,,STORED AT PREMISES CONTROLLED Event:
137,33,,BY [REDACTED]
137,34,,CASE CLOSED on 08/17/2018 14:52:57 Application
137,35,,Filed: for
137,36,,06/20/2018 Search/Seizure
137,37,,Warrant- 18
137,38,,U.S.C. 2703
137,39,,"(a), 2703(b)(1)"
137,40,,"(A), and 2703"
137,41,,137
137,42,,
138,2,,(c)(1)(A)
138,3,,Document:
138,4,,1
138,5,,APPLICATION for Search/Seizure Warrant by USA
138,6,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
138,7,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
138,8,,Search & Seizure Warrant)
138,9,,1:18-sc-02260-BAH *SEALED* Entered: Category: misc Event: Application for
138,10,,INFORMATION ASSOCIATED WITH 06/20/2018 Search/Seizure Warrant- 18
138,11,,"FOUR INSTAGRAM ACCOUNTS 14:58:17 U.S.C. 2703 (a), 2703(b)(1) (A), and"
138,12,,STORED AT PREMISES CONTROLLED Filed: 2703 (c)(1)(A) Document:
138,13,,BY INSTAGRAM 06/20/2018 1
138,14,,CASE CLOSED on 08/17/2018
138,15,,APPLICATION for Search/Seizure Warrant by USA
138,16,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
138,17,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
138,18,,Search & Seizure Warrant)
138,19,,1:18-sc-02261-BAH *SEALED* Entered: Category:
138,20,,INFORMATION ASSOCIATED WITH 06/20/2018 misc
138,21,,[REDACTED]
138,22,,STORED AT PREMISES CONTROLLED Event:
138,23,,BY [REDACTED]
138,24,,CASE CLOSED on 08/08/2018 15:02:40 Application
138,25,,Filed: for
138,26,,06/20/2018 Search/Seizure
138,27,,Warrant- 18
138,28,,U.S.C. 2703
138,29,,"(a), 2703(b)(1)"
138,30,,"(A), and 2703"
138,31,,(c)(1)(A)
138,32,,Document:
138,33,,1
138,34,,APPLICATION for Search/Seizure Warrant by USA
138,35,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
138,36,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
138,37,,Search & Seizure Warrant)
138,38,,138
138,39,,
139,2,,1:18-sc-02298-BAH *SEALED* Entered: Category: misc Event: Application for
139,3,,INFORMATION ASSOCIATED WITH 06/25/2018 Search/Seizure Warrant- 18
139,4,,"TWO GOOGLE ACCOUNTS, THAT IS 16:53:19 U.S.C. 2703 (a), 2703(b)(1) (A), and"
139,5,,STORED AT PREMISES CONTROLLED Filed: 2703 (c)(1)(A) Document:
139,6,,BY GOOGLE 06/25/2018 1
139,7,,CASE CLOSED on 08/17/2018
139,8,,APPLICATION for Search/Seizure Warrant by USA
139,9,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
139,10,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
139,11,,Search & Seizure Warrant)
139,12,,1:18-sc-02299-BAH *SEALED* Entered: Category:
139,13,,INFORMATION ASSOCIATED WITH 06/25/2018 misc
139,14,,[REDACTED]
139,15,,STORED AT PREMISES CONTROLLED Event:
139,16,,BY [REDACTED]
139,17,,CASE CLOSED on 08/17/2018 17:05:51 Application
139,18,,Filed: for
139,19,,06/25/2018 Search/Seizure
139,20,,Warrant- 18
139,21,,U.S.C. 2703
139,22,,"(a), 2703(b)(1)"
139,23,,"(A), and 2703"
139,24,,(c)(1)(A)
139,25,,Document:
139,26,,1
139,27,,APPLICATION for Search/Seizure Warrant by USA
139,28,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
139,29,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
139,30,,Search & Seizure Warrant)
139,31,,1:18-sc-02300-BAH *SEALED* Entered: Category: misc Event: Application for
139,32,,INFORMATION ASSOCIATED WITH 06/25/2018 Search/Seizure Warrant- 18
139,33,,"[REDACTED], THAT IS STORED AT 16:59:08 U.S.C. 2703 (a), 2703(b)(1) (A), and"
139,34,,PREMISES CONTROLLED BY Filed: 2703 (c)(1)(A) Document:
139,35,,[REDACTED] 06/25/2018 1
139,36,,CASE CLOSED on 08/17/2018
139,37,,APPLICATION for Search/Seizure Warrant by USA
139,38,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
139,39,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
139,40,,Search & Seizure Warrant)
139,41,,1:18-sc-02301-BAH *SEALED* Entered: Category:
139,42,,INFORMATION ASSOCIATED WITH 06/25/2018 misc
139,43,,[REDACTED]
139,44,,139
139,45,,
140,2,,THAT IS STORED AT PREMISES Event:
140,3,,CONTROLLED BY [REDACTED] 17:10:37 Application
140,4,,CASE CLOSED on 08/17/2018 Filed: for
140,5,,06/25/2018 Search/Seizure
140,6,,Warrant- 18
140,7,,U.S.C. 2703
140,8,,"(a), 2703(b)(1)"
140,9,,"(A), and 2703"
140,10,,(c)(1)(A)
140,11,,Document:
140,12,,1
140,13,,APPLICATION for Search/Seizure Warrant by USA
140,14,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
140,15,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
140,16,,Search & Seizure Warrant)
140,17,,1:18-sc-02336-BAH *SEALED* Entered: Category: misc Event: Application for
140,18,,INFORMATION ASSOCIATED WITH 06/29/2018 Search/Seizure Warrant- 18
140,19,,"[REDACTED] AND [REDACTED], 10:54:30 U.S.C. 2703 (a), 2703(b)(1) (A), and"
140,20,,THAT IS STORED AT PREMISES Filed: 2703 (c)(1)(A) Document:
140,21,,CONTROLLED BY [REDACTED] 06/29/2018 1
140,22,,CASE CLOSED on 08/17/2018
140,23,,APPLICATION for Search/Seizure Warrant by USA
140,24,,pursuant to 18 U.S.C 2703(a) & (b) filed by UNITED
140,25,,"STATES OF AMERICA. (Attachments: # 1 Affidavit, # 2"
140,26,,Search & Seizure Warrant)
140,27,,1:18-sc-02337-BAH *SEALED* Entered: Category:
140,28,,INFORMATION ASSOCIATED WITH 06/29/2018 misc
140,29,,[REDACTED]
140,30,,THAT IS STORED AT PREMISES Event:
